idMvt;conf;xsaisi;ysaisi;epsg;num_insee;commune;dateDebut;lieu_dit;typeMvt;libelleType;fiabiliteType;libelleFiabilite;PrecDate;libelleDate;prec_xy;libellePrec;longitudeDoublePrec;latitudeDoublePrec;
"61300467";;"837640";"1819960";"27572";"13088";"LE ROVE";;"Port de la Vesse";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"3";"Hectomètre";"5.26302003860473633";"43.3420982360839844";
"61300469";;"837950";"1820180";"27572";"13088";"LE ROVE";;"Calanque de Figuerolles";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"3";"Hectomètre";"5.26692008972167969";"43.3440017700195312";
"61300470";;"837970";"1820190";"27572";"13088";"LE ROVE";;"Calanque de Figuerolles";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"3";"Hectomètre";"5.26717996597290039";"43.3441009521484375";
"10000096";;"869102";"1823782";"27572";"13007";"AURIOL";"1981-03-12";"Quartier Sainte-Croix";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"5";"Commune";"5.65206289291382014";"43.3652305603026988";
"61300474";;"870690";"1803480";"27572";"13028";"LA CIOTAT";"2009-08-17";"Cap Liouquet";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"5.66096019744873047";"43.1822013854980469";
"61300475";;"874613.9375";"6249879";"2154";"13021";"CARRY-LE-ROUET";"2008-12-15";"Pointe entre Port de Carry et Feu le Moulin";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"2";"Décamètre";"5.15190553665161133";"43.3266487121582031";
"61300476";;"848040";"1805710";"27572";"13055";"MARSEILLE";"2010-01-01";"Calanque de Podestat";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"5.3841700553894043";"43.2104988098144531";
"61300477";;"874821";"6250140.5";"2154";"13021";"CARRY-LE-ROUET";"2008-02-06";"Port de Carry";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"5.15454435348510742";"43.328948974609375";
"61300478";;"830040";"1818160";"27572";"13021";"CARRY-LE-ROUET";"2008-02-13";"Barqueroute";"2";"Chute de blocs / Eboulement";"3";"Faible";"1";"Jour";"3";"Hectomètre";"5.16870021820068359";"43.328399658203125";
"61300479";;"830270";"1818670";"27572";"13021";"CARRY-LE-ROUET";"2005-04-01";"Port du Rouet";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"2";"Décamètre";"5.17180013656616211";"43.3329010009765625";
"61300599";;"5.35205984115600586";"43.2860984802246094";"4326";"13055";"MARSEILLE";;"14 Bd des Dardanelles";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"2";"Décamètre";"5.35205984115600586";"43.2860984802246094";
"61300481";;"864270";"1801870";"27572";"13028";"LA CIOTAT";"2010-05-01";"Cap des Grottes à l'aplomb de l'ex propriété Teychéné (domaine de St Frétouze)";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"5.58151006698608398";"43.1702003479003906";
"61300482";;"864280";"1801850";"27572";"13028";"LA CIOTAT";"2008-01-01";"Aplomb de l'ex propriété Teychéné (domaine de St Frétouze)";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"3";"Hectomètre";"5.58155012130737305";"43.1702003479003906";
"61300485";;"815440";"1836740";"27572";"13047";"ISTRES";"1976-04-01";"Chemin du Bateau de Suffren";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"4.99695014953613281";"43.4999008178710938";
"61300486";;"815550";"1836310";"27572";"13047";"ISTRES";;"Nord du quartier des Heures Claires";"2";"Chute de blocs / Eboulement";"1";"Fort";"0";"Inconnue";"3";"Hectomètre";"4.99810981750488281";"43.4959983825683594";
"61300487";;"815640";"1836040";"27572";"13047";"ISTRES";;"Nord du quartier des Heures Claires";"2";"Chute de blocs / Eboulement";"1";"Fort";"0";"Inconnue";"3";"Hectomètre";"4.99902009963989258";"43.493499755859375";
"61300603";;"5.34644985198974609";"43.2220993041992188";"4326";"13055";"MARSEILLE";"2001-01-01";"Route des Goudes";"2";"Chute de blocs / Eboulement";"2";"Moyen";"4";"Année";"3";"Hectomètre";"5.34644985198974609";"43.2220993041992188";
"61300604";;"5.35992002487182617";"43.2350997924804688";"4326";"13055";"MARSEILLE";;"Boulevard de la Bonne Brise";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"3";"Hectomètre";"5.35992002487182617";"43.2350997924804688";
"61300183";;"849095";"1819412";"27572";"13055";"MARSEILLE";"1994-01-15";"St Jérôme - Entrepôt Ste Marthe. Boulevard Ansaldi";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"2";"Décamètre";"5.40372705459594993";"43.3332862854003977";
"61300184";;"846335";"1807464";"27572";"13055";"MARSEILLE";"1986-04-08";"Montredon 12 rue Brazza";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"2";"Décamètre";"5.36411714553833008";"43.2269706726074006";
"61300185";;"846340";"1807464";"27572";"13055";"MARSEILLE";"1997-11-08";"Montredon 10 rue Brazza";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"2";"Décamètre";"5.36417722702026012";"43.2269706726074006";
"61300254";;"826727";"1818121";"27572";"13104";"SAUSSET-LES-PINS";"2000-07-01";"4 avenue de l'Europe, l'Espéron, Parcelle AV115";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"1";"Mètre";"5.12798690795897993";"43.3291854858398011";
"61300267";;"832247";"1818854";"27572";"13033";"ENSUES-LA-REDONNE";"1984-10-04";"Ligne 935, à 100 en amont de la gare de la Redonne";"2";"Chute de blocs / Eboulement";"1";"Fort";"0";"Inconnue";"2";"Décamètre";"5.19621706008911044";"43.333984375";
"61300605";;"5.35014009475708008";"43.2139015197753906";"4326";"13055";"MARSEILLE";;"Boulevard Alexandre Delabre";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"3";"Hectomètre";"5.35014009475708008";"43.2139015197753906";
"61300606";;"5.35406017303466797";"43.2313003540039062";"4326";"13055";"MARSEILLE";;"1 Boulevard du Mont Rose";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"2";"Décamètre";"5.35406017303466797";"43.2313003540039062";
"61300607";;"5.3564600944519043";"43.2332992553710938";"4326";"13055";"MARSEILLE";;"Chemin du Mauvais Pas";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"3";"Hectomètre";"5.3564600944519043";"43.2332992553710938";
"61300282";;"824169";"1852462";"27572";"13103";"SALON-DE-PROVENCE";"2001-01-01";"Chemin du singe vert";"2";"Chute de blocs / Eboulement";"1";"Fort";"0";"Inconnue";"2";"Décamètre";"5.11143302917480025";"43.638427734375";
"61300283";;"823457";"1851936";"27572";"13103";"SALON-DE-PROVENCE";"2002-01-01";"Boulevard Georges Pompidou";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"2";"Décamètre";"5.1023979187011701";"43.633926391601598";
"61300608";;"5.35548019409179688";"43.2328987121582031";"4326";"13055";"MARSEILLE";;"Rue du Lieutenant Moulin";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"3";"Hectomètre";"5.35548019409179688";"43.2328987121582031";
"61300284";;"824432";"1853202";"27572";"13103";"SALON-DE-PROVENCE";"2000-01-01";"Val de Cuech";"2";"Chute de blocs / Eboulement";"2";"Moyen";"4";"Année";"2";"Décamètre";"5.11500978469848988";"43.6449890136719034";
"61300285";;"824834";"1853512";"27572";"13103";"SALON-DE-PROVENCE";"1993-01-01";"Chèvre d'Or";"2";"Chute de blocs / Eboulement";"2";"Moyen";"4";"Année";"2";"Décamètre";"5.12011909484863015";"43.6476478576660014";
"61300289";;"828958";"1819448";"27572";"13021";"CARRY-LE-ROUET";"1997-01-01";"Déchetterie de Carry-le-Rouet";"2";"Chute de blocs / Eboulement";"3";"Faible";"4";"Année";"2";"Décamètre";"5.15601682662963956";"43.3403854370116974";
"61300290";;"828964";"1819450";"27572";"13021";"CARRY-LE-ROUET";"2001-01-01";"Déchetterie";"2";"Chute de blocs / Eboulement";"3";"Faible";"4";"Année";"2";"Décamètre";"5.15609121322632014";"43.3404006958008026";
"61300291";;"846951";"1813568";"27572";"13055";"MARSEILLE";"1987-10-05";"17 rue de la Guadeloupe";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"2";"Décamètre";"5.37457609176636009";"43.2815628051758026";
"61300292";;"853886";"1806002";"27572";"13055";"MARSEILLE";;"Les roches tombées, calanque de Sugiton, massif des Calanques de Marseille (9ème)";"2";"Chute de blocs / Eboulement";"1";"Fort";"0";"Inconnue";"2";"Décamètre";"5.45611095428466975";"43.2111930847167969";
"61300294";;"846927";"1805363";"27572";"13055";"MARSEILLE";;"Ancienne batterie Marseilleveyre";"2";"Chute de blocs / Eboulement";"1";"Fort";"0";"Inconnue";"2";"Décamètre";"5.37038898468018022";"43.2079048156737997";
"61300295";;"798537";"1863594";"27572";"13011";"LES BAUX-DE-PROVENCE";"1994-09-01";"Au dessus du restaurant ""le mas d'aigret"" : Limite de la forêt communale";"2";"Chute de blocs / Eboulement";"2";"Moyen";"2";"Mois";"2";"Décamètre";"4.79868507385253995";"43.7461013793945028";
"61300609";;"5.43655014038085938";"43.2299995422363281";"4326";"13055";"MARSEILLE";;"0";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"3";"Hectomètre";"5.43655014038085938";"43.2299995422363281";
"61300255";;"826659";"1818170";"27572";"13104";"SAUSSET-LES-PINS";"2000-05-01";"54 avenue de la côte Bleue, l'Espéron, Parcelle AV239";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"2";"Décamètre";"5.12717103958129972";"43.3296470642089986";
"61300256";;"863750";"1810164";"27572";"13085";"ROQUEFORT-LA-BEDOULE";"2003-12-16";"Falaise surplombant la ZAC Jérôme";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"2";"Décamètre";"5.57928419113159002";"43.2449722290038991";
"61300257";;"837286";"1827213";"27572";"13102";"SAINT-VICTORET";"1997-01-09";"Le Pas des Broquettes, boulevard de Réganat, parcelle AP32";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"2";"Décamètre";"5.2620329856872603";"43.4073829650878977";
"61300258";;"836906";"1827194";"27572";"13102";"SAINT-VICTORET";"1997-01-01";"Le Pas des Broquettes, boulevard de Réganat";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"2";"Décamètre";"5.25734376907348988";"43.4073371887207031";
"61300259";;"837940";"1827399";"27572";"13102";"SAINT-VICTORET";"1993-01-01";"Le Pas des Broquettes, boulevard de Réganat";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"2";"Décamètre";"5.27017402648925959";"43.4088325500487997";
"61300260";;"837815";"1827363";"27572";"13102";"SAINT-VICTORET";"1991-01-01";"Le Pas des Broquettes, boulevard de Réganat";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"2";"Décamètre";"5.26861810684204013";"43.408554077148402";
"61300261";;"837890";"1827377";"27572";"13102";"SAINT-VICTORET";"1992-01-01";"Le Pas des Broquettes, boulevard de Réganat";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"2";"Décamètre";"5.26954793930053977";"43.4086532592773011";
"61300610";;"5.36123991012573242";"43.2360992431640625";"4326";"13055";"MARSEILLE";;"5 Boulevard Colombet";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"2";"Décamètre";"5.36123991012573242";"43.2360992431640625";
"61300263";;"838451";"1820646";"27572";"13088";"LE ROVE";"2003-11-19";"Ligne sncf 935, à 1,6 km en aval de la gare de Niolon";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"2";"Décamètre";"5.27335977554321023";"43.3480186462401988";
"61300264";;"831213";"1836537";"27572";"13014";"BERRE-L'ETANG";"1998-12-01";"Ligne sncf 830. Château Bruni entre Gare de Berre et Rognac";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"2";"Décamètre";"5.19139814376830966";"43.4931259155273011";
"61300265";;"832247";"1818854";"27572";"13033";"ENSUES-LA-REDONNE";"1994-01-01";"Ligne SNCF 935, à 100 m en amont de la gare de la Redonne";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"2";"Décamètre";"5.19621706008911044";"43.333984375";
"61300100";;"875608";"1814545";"27572";"13030";"CUGES-LES-PINS";;"Les Cuirasses (fond de chemin)";"2";"Chute de blocs / Eboulement";"1";"Fort";"0";"Inconnue";"2";"Décamètre";"5.72721815109253019";"43.279811859130902";
"61300103";;"867691";"1814676";"27572";"13042";"GEMENOS";;"Les Nègles, partie ouest du lotissement";"2";"Chute de blocs / Eboulement";"1";"Fort";"0";"Inconnue";"2";"Décamètre";"5.63000202178954989";"43.2840080261229971";
"61300104";;"867442";"1816936";"27572";"13042";"GEMENOS";"2002-01-01";"Les Nasquèdes Vallon de la Galère numéro 55 La Nasquède";"2";"Chute de blocs / Eboulement";"2";"Moyen";"4";"Année";"2";"Décamètre";"5.6281061172485396";"43.3043937683104971";
"61300106";;"819164";"1850335";"27572";"13044";"GRANS";"2000-01-01";"RD19A Fontaine Mary Rose";"2";"Chute de blocs / Eboulement";"2";"Moyen";"4";"Année";"1";"Mètre";"5.04353809356689009";"43.615493774414098";
"61300612";;"5.41021013259887695";"43.2457008361816406";"4326";"13055";"MARSEILLE";;"Avenue De Lattre de Tassigny";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"3";"Hectomètre";"5.41021013259887695";"43.2457008361816406";
"61300108";;"832387";"1845207";"27572";"13037";"LA FARE-LES-OLIVIERS";;"Ancienne carrière";"2";"Chute de blocs / Eboulement";"1";"Fort";"0";"Inconnue";"1";"Mètre";"5.20979022979735973";"43.5706100463866974";
"61300110";;"837468";"1819791";"2154";"13088";"LE ROVE";;"Port de Niolon Est";"2";"Chute de blocs / Eboulement";"1";"Fort";"0";"Inconnue";"2";"Décamètre";"5.25807000000000002";"43.3396499999999989";
"61300112";;"858314";"1840295";"27572";"13109";"LE THOLONET";"1980-01-01";"Ubac du grand Cabries - limite de Beaurecueil";"2";"Chute de blocs / Eboulement";"2";"Moyen";"5";"Décennie";"1";"Mètre";"5.52755022048950018";"43.5175094604491974";
"61300118";;"858541";"1840720";"27572";"13012";"BEAURECUEIL";"1980-01-01";"le toscan : chemin communal CD17 sur la commune de Beaureceuil";"2";"Chute de blocs / Eboulement";"2";"Moyen";"5";"Décennie";"2";"Décamètre";"5.53056478500366033";"43.5212440490723012";
"61300614";;"5.45745992660522461";"43.2113990783691406";"4326";"13055";"MARSEILLE";;"Calanque des Pierres Tombées";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"3";"Hectomètre";"5.45745992660522461";"43.2113990783691406";
"61300120";;"822940";"1817817";"27572";"13056";"MARTIGUES";;"Plateau de Sainte Croix - les Tamaris / littoral";"2";"Chute de blocs / Eboulement";"1";"Fort";"0";"Inconnue";"2";"Décamètre";"5.08094310760497958";"43.3277511596679972";
"61300099";;"875225";"1814534";"27572";"13030";"CUGES-LES-PINS";"1990-01-01";"Les Curasses";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"2";"Décamètre";"5.72228908538818004";"43.2805976867675994";
"61300615";;"5.45414018630981445";"43.2113990783691406";"4326";"13055";"MARSEILLE";;"Calanque de Sugiton";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"3";"Hectomètre";"5.45414018630981445";"43.2113990783691406";
"61300616";;"5.34885978698730469";"43.2254981994628906";"4326";"13055";"MARSEILLE";;"Impasse de l' Escalette";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"3";"Hectomètre";"5.34885978698730469";"43.2254981994628906";
"61300234";;"853749";"1832894";"27572";"13041";"GARDANNE";"1995-01-01";"Colline des Freres, lotissement Paul Cézanne";"2";"Chute de blocs / Eboulement";"2";"Moyen";"4";"Année";"2";"Décamètre";"5.46757984161377042";"43.4527015686035014";
"61300235";;"860661";"1806235";"27572";"13022";"CASSIS";"1994-07-01";"Les Lombards, falaise du Château";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"2";"Décamètre";"5.5395598411560103";"43.2108688354491974";
"61300236";;"860920";"1806214";"27572";"13022";"CASSIS";"1994-07-01";"Anse de Corton Ouest - sentier du littoral";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"2";"Décamètre";"5.54255104064940962";"43.210556030273402";
"61300237";;"861181";"1806028";"27572";"13022";"CASSIS";"1997-01-01";"Anse de Corton Est";"2";"Chute de blocs / Eboulement";"2";"Moyen";"4";"Année";"2";"Décamètre";"5.5456609725952104";"43.2087898254395029";
"61300238";;"861271";"1805987";"27572";"13022";"CASSIS";"1994-07-01";"Anse de l'arêne Ouest";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"1";"Mètre";"5.5467438697814897";"43.208389282226598";
"61300130";;"818182";"1842349";"27572";"13092";"SAINT-CHAMAS";;"Falaise troglodites Sud Horloge";"2";"Chute de blocs / Eboulement";"1";"Fort";"0";"Inconnue";"1";"Mètre";"5.03344917297363015";"43.5485916137695028";
"61300131";;"818127";"1842488";"27572";"13092";"SAINT-CHAMAS";;"Nord du pont de l'Horloge";"2";"Chute de blocs / Eboulement";"1";"Fort";"0";"Inconnue";"2";"Décamètre";"5.03247022628784002";"43.550998687744098";
"61300132";;"819379";"1841979";"27572";"13092";"SAINT-CHAMAS";"2003-02-01";"Chemin Saint Léger";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"2";"Décamètre";"5.04771614074707031";"43.5457687377929972";
"61300617";;"5.41437005996704102";"43.2421989440917969";"4326";"13055";"MARSEILLE";;"2 boulevard Pessailhan";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"2";"Décamètre";"5.41437005996704102";"43.2421989440917969";
"61300620";;"5.4424901008605957";"43.2130012512207031";"4326";"13055";"MARSEILLE";;"Falaises de Morgiou";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"3";"Hectomètre";"5.4424901008605957";"43.2130012512207031";
"61300145";;"845774";"1826967";"27572";"13106";"SEPTEMES-LES-VALLONS";"1994-01-01";"ZAC du près de l'aube";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"1";"Mètre";"5.36645984649658025";"43.4022865295410014";
"58000001";;"846727";"1813665";"27572";"13055";"MARSEILLE";;"Tranchée derrière La bonne Mère";"2";"Chute de blocs / Eboulement";"1";"Fort";"0";"Inconnue";"2";"Décamètre";"5.3718771934509304";"43.2825126647949006";
"58000002";;"845192";"1813900";"27572";"13055";"MARSEILLE";;"Vallon des Auffres";"2";"Chute de blocs / Eboulement";"1";"Fort";"0";"Inconnue";"2";"Décamètre";"5.35312080383300959";"43.2851524353026988";
"61300621";;"5.42030000686645508";"43.210601806640625";"4326";"13055";"MARSEILLE";;"Falaises de Sormiou";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"3";"Hectomètre";"5.42030000686645508";"43.210601806640625";
"58000003";;"845357";"1814272";"27572";"13055";"MARSEILLE";;"La corniche";"2";"Chute de blocs / Eboulement";"1";"Fort";"0";"Inconnue";"2";"Décamètre";"5.35532617568969993";"43.2884407043457031";
"61300622";;"5.41517019271850586";"43.2849006652832031";"4326";"13055";"MARSEILLE";"2000-09-01";" Ludovic prolongé";"2";"Chute de blocs / Eboulement";"2";"Moyen";"2";"Mois";"3";"Hectomètre";"5.41517019271850586";"43.2849006652832031";
"61300623";;"5.41517019271850586";"43.2849006652832031";"4326";"13055";"MARSEILLE";"2003-12-01";" Ludovic prolongé";"2";"Chute de blocs / Eboulement";"2";"Moyen";"2";"Mois";"3";"Hectomètre";"5.41517019271850586";"43.2849006652832031";
"58000006";;"835027";"1833800";"27572";"13117";"VITROLLES";;;"2";"Chute de blocs / Eboulement";"1";"Fort";"0";"Inconnue";"2";"Décamètre";"5.2388658523559597";"43.4688682556151988";
"61300002";;"845274";"1827328";"27572";"13106";"SEPTEMES-LES-VALLONS";"2003-12-03";"Autoroute A7 Chaussee descendante PR1 + 900";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"2";"Décamètre";"5.36047315597534002";"43.4057006835937997";
"61300497";;"849240";"1806010";"27572";"13055";"MARSEILLE";"2010-01-01";;"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"3";"Hectomètre";"5.3990778923034668";"43.2129058837890625";
"61300498";;"849490";"1806170";"27572";"13055";"MARSEILLE";"1854-01-01";"Au dessus de l'émissaire de Cortiou";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"3";"Hectomètre";"5.4021601676940918";"43.2141990661621094";
"61300499";;"851440";"1805250";"27572";"13055";"MARSEILLE";"2010-01-01";"Pointe du bec de Sormiou";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"3";"Hectomètre";"5.42577981948852539";"43.2052001953125";
"61300500";;"851540";"1806000";"27572";"13055";"MARSEILLE";"2010-01-01";"Sentier rouge 5";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"3";"Hectomètre";"5.42730998992919922";"43.2120018005371094";
"61300501";;"852760";"1806400";"27572";"13055";"MARSEILLE";"2007-01-01";"Visible depuis la calanque de Morgiou";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"3";"Hectomètre";"5.44246006011962891";"43.2150993347167969";
"61300502";;"854650";"1805780";"27572";"13055";"MARSEILLE";"2010-01-01";"la Lèque";"2";"Chute de blocs / Eboulement";"3";"Faible";"2";"Mois";"3";"Hectomètre";"5.46535015106201172";"43.2089004516601562";
"61300503";;"855110";"1805720";"27572";"13055";"MARSEILLE";"2001-11-01";"Au sud du Pas de l'Oeil de Verre";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"5.47096014022827148";"43.2081985473632812";
"61300504";;"856640";"1805360";"27572";"13055";"MARSEILLE";"2005-10-01";"Au Nord de la calanque de l'Eissadon";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"5.48962020874023438";"43.2042007446289062";
"12100019";;"864700.625";"1809100.125";"27572";"13022";"CASSIS";"1977-01-01";;"2";"Chute de blocs / Eboulement";"2";"Moyen";"4";"Année";"3";"Hectomètre";"5.5904083251953125";"43.2350692749023438";
"61300624";;"5.44065999984741211";"43.278900146484375";"4326";"13055";"MARSEILLE";;"5 Avenue du Corps Expéditionnaire Français";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"2";"Décamètre";"5.44065999984741211";"43.278900146484375";
"61300125";;"816491";"1843356";"27572";"13063";"MIRAMAS";"1995-01-01";"Chemin de Picholiny - voie privée";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"2";"Décamètre";"5.01263189315795987";"43.5590248107910014";
"61300126";;"816466";"1844033";"27572";"13063";"MIRAMAS";"2003-01-01";"Chemin de la Cacholle";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"2";"Décamètre";"5.01260805130004972";"43.5651130676270029";
"61300127";;"817268";"1844725";"27572";"13063";"MIRAMAS";"2003-12-02";"Impasse Reymibel - chemin privé";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"2";"Décamètre";"5.02352809906006037";"43.5721359252929972";
"61300121";;"821832";"1818232";"27572";"13056";"MARTIGUES";;"Plateau de la Beaumanderie (littoral)";"2";"Chute de blocs / Eboulement";"1";"Fort";"0";"Inconnue";"2";"Décamètre";"5.06671476364136009";"43.3322219848633026";
"12100056";;"899808.0625";"6237826";"2154";"13055";"MARSEILLE";"2006-02-05";"Massif des Calanques de Marseille: Les Pierres Tombées.";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"2";"Décamètre";"5.45758295059204102";"43.2116584777832031";
"12100010";;"841354";"1827611";"27572";"13071";"LES PENNES-MIRABEAU";"1976-01-01";"Talus du front nord du tunnel";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"1";"Mètre";"5.31232404708862038";"43.4095840454101989";
"12100016";;"839500";"1821500";"27572";"13055";"MARSEILLE";"1976-01-01";"Pont de la lave / Calanque du gipier";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"3";"Hectomètre";"5.28666114807128995";"43.3553352355957031";
"12100017";;"817900";"1869000";"27572";"13067";"ORGON";"1980-01-01";"Le moulin d'Orgon";"2";"Chute de blocs / Eboulement";"1";"Fort";"5";"Décennie";"3";"Hectomètre";"5.04093313217162997";"43.7889518737792969";
"61300102";;"868042";"1816101";"27572";"13042";"GEMENOS";"1994-01-01";"Vallon de Saint-Pons au théâtre de Verdure sur 1,2 km";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"2";"Décamètre";"5.63557291030883789";"43.2971534729003906";
